TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20190717,31.022,1.0,29.364,1.519,1.0,32.108,1.912,1.0,30.833,28.798,0.987,32.166,2.356,31.022,1.0,29.364,1.519,1.0,32.108,1.912,1.0,473.761,281.599,1.0,289.418,281.599,1.0,425.783,1.0,423.825,425.783,1.0,512.634,1.0,495.029,512.634,1.0,7.919,1.0,6.968,7.919,1.0,102.119,102.313,1.0,1.276,0.0,1.0,2.485,2.923,1.0,0.29446252916666665,1.0,19.875096484513886,1.0,476.9297925694444,1.0,404.469,1.0,30.472,23.782,1.0,1.0,-9999,-9999,124.919,-9999,-9999,-9999,-9999,6.28848,-9999,41.4274,-9999,-9999,-9999,-9999,2.88442,-9999,-9999,-9999,19,29,19,29,-2.13536,1.0,0.20539,0.292694,-1.93637,1.0,0.279747,0.348917,-2.01909,1.0,0.0273171,-2.23588,-2.21943,-2.17464,-2.1353,-1.84469,-1.80237,-1.80237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.49157,0.82296,1.0,0.234934,0.449008,-4.38313,3.79237,1.0,0.289186,0.300492,1.9374,1.22304,1.0,0.49992,0.62955,-4.35785,3.85323,1.0,0.303009,0.313817,1.34423,1.36789,1.43859,1.49235,2.11258,2.13317,2.13317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.44552,-4.43568,-4.41363,-4.38313,-4.2732,-4.27238,-4.27238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02471,2.60568,2.12318,0.162527,0.950791,0.96654,1.0684,1.45838,3.16936,3.22819,3.23547,3.2431,4.54205,4.14227,0.135983,3.17124,3.19848,3.2431,3.59374,5.03055,5.04174,5.06115,1.26556,1.24144,1.26337,0.011476,1.08771,1.19039,1.21188,1.27531,1.30722,1.31943,1.3636,3.32187,3.30056,3.35576,0.0136832,3.24629,3.30089,3.31153,3.32116,3.35469,3.41938,3.52995,-9999,-9999
20190718,30.362,1.0,27.349,1.845,1.0,32.336,2.774,1.0,30.472,28.404,0.537,31.826,2.67,30.362,1.0,27.349,1.845,1.0,32.336,2.774,1.0,473.017,280.41,1.0,302.231,280.41,1.0,424.192,1.0,429.31,424.192,1.0,507.208,1.0,502.519,507.208,1.0,10.051,1.0,9.276,10.051,1.0,101.986,102.137,1.0,2.307,0.3,1.0,2.988,2.703,1.0,0.3079261958333333,1.0,19.84986477395834,1.0,473.537122638889,1.0,400.366,1.0,30.352,23.719,1.0,1.0,-9999,-9999,145.058,-9999,-9999,-9999,-9999,6.85473,-9999,30.7595,-9999,-9999,-9999,-9999,3.02297,-9999,-9999,-9999,19,29,19,29,-1.80534,1.0,0.383058,0.457553,-1.46864,1.0,0.518626,0.575842,-1.7043,1.0,0.0394473,-2.05381,-1.96708,-1.93989,-1.80534,-1.46926,-1.4666,-1.43955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.113117,7.01463,1.0,0.819059,1.02475,-2.80541,2.88839,1.0,0.292111,0.297617,0.712692,7.46164,1.0,1.16397,1.31685,-2.80943,2.85472,1.0,0.320488,0.325514,-0.630225,-0.4344,-0.386739,-0.113117,0.790816,0.797286,0.819935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.98318,-2.92339,-2.86159,-2.86159,-2.82737,-2.80943,-2.80545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02322,2.42867,1.96131,0.136769,0.931514,0.986889,1.08897,1.42566,2.82231,2.8765,2.88101,2.94159,3.89732,3.66561,0.0980891,2.8986,2.98883,3.0407,3.231,4.29513,4.34531,4.35027,1.56408,1.48075,1.54895,0.0160911,1.2826,1.4469,1.4957,1.56408,1.6145,1.63159,1.65582,3.34668,3.28085,3.31283,0.0103267,3.16571,3.26362,3.28908,3.32949,3.34566,3.35065,3.37512,-9999,-9999
20190719,30.267,1.0,27.86,2.387,1.0,31.845,2.828,1.0,30.353,28.274,1.596,31.715,2.779,30.267,1.0,27.86,2.387,1.0,31.845,2.828,1.0,472.247,299.095,1.0,274.634,299.095,1.0,423.216,1.0,424.829,423.216,1.0,487.704,1.0,496.4,487.704,1.0,9.536,1.0,8.807,9.536,1.0,102.026,102.172,1.0,0.978,0.0,1.0,2.477,2.745,1.0,0.3154527916666667,1.0,22.059354874736105,1.0,471.7922858333333,1.0,392.602,1.0,30.096,23.519,1.0,1.0,-9999,-9999,133.312,-9999,-9999,-9999,-9999,6.42523,-9999,40.991,-9999,-9999,-9999,-9999,3.12771,-9999,-9999,-9999,19,29,19,29,-1.54402,1.0,0.273208,0.509387,-0.947117,1.0,0.404016,0.589967,-1.30448,0.994792,0.0620167,-1.82632,-1.77444,-1.68673,-1.52025,-0.914593,-0.914593,-0.91417,0.979167,0.979167,1.0,1.0,1.0,1.0,1.0,1.88219,0.929732,1.0,0.481759,1.06152,-3.69588,3.62028,1.0,0.300445,0.301861,3.31034,2.91229,1.0,0.839182,1.2645,-3.6795,3.6132,1.0,0.336108,0.337375,1.17739,1.41852,1.4997,1.9062,3.31034,3.31034,3.31034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.75961,-3.68604,-3.67875,-3.6684,-3.62762,-3.62762,-3.62187,0.965517,0.965517,1.0,0.965517,1.0,1.0,1.0,1.03076,2.28707,1.82605,0.113412,0.920686,1.01685,1.11821,1.41527,2.5167,2.56737,2.57036,2.71392,3.23419,3.13053,0.0517256,2.73073,2.7721,2.80494,2.95929,3.45652,3.482,3.48795,2.02916,1.9079,1.99167,0.0201236,1.64166,1.83743,1.95615,2.02916,2.06919,2.09285,2.1153,3.48578,3.39486,3.46398,0.0087274,3.30636,3.41375,3.42894,3.47333,3.48578,3.52099,3.54447,-9999,-9999
20190720,30.545,1.0,28.36,1.713,1.0,31.977,3.122,1.0,29.846,27.482,1.718,31.394,3.168,30.545,1.0,28.36,1.713,1.0,31.977,3.122,1.0,471.449,328.863,1.0,333.91,328.863,1.0,412.671,1.0,412.1,412.671,1.0,470.268,1.0,479.018,470.268,1.0,11.43,1.0,8.991,11.43,1.0,102.033,102.189,1.0,0.325,0.0,1.0,2.408,2.85,1.0,0.2986383166666667,1.0,23.83073635069444,1.0,473.6964160416666,1.0,393.759,1.0,30.087,23.497,1.0,1.0,-9999,-9999,142.674,-9999,-9999,-9999,-9999,7.3866,-9999,36.8057,-9999,-9999,-9999,-9999,3.08093,-9999,-9999,-9999,19,29,19,29,-1.01717,1.0,0.21879,0.248894,-0.841298,1.0,0.361435,0.380414,-0.969347,0.993229,0.0150721,-1.14865,-1.07932,-1.04095,-0.970095,-0.931905,-0.842009,-0.82233,0.958333,1.0,1.0,0.979167,1.0,1.0,1.0,1.67292,0.620068,1.0,0.22658,0.401,-2.71845,2.95197,1.0,0.315821,0.331148,2.15633,1.14958,1.0,0.719179,0.791632,-2.75464,2.81091,1.0,0.332149,0.346755,1.44623,1.49773,1.54959,1.67292,2.0427,2.15943,2.22249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.82471,-2.82471,-2.82471,-2.76114,-2.71845,-2.62555,-2.54988,1.0,1.0,1.0,1.0,1.0,1.0,0.965517,1.04668,2.21275,1.77761,0.101427,0.921405,1.04617,1.15687,1.45553,2.40298,2.43343,2.43668,2.15008,3.05405,2.74696,0.0892613,1.99259,2.08201,2.15943,2.4727,3.30322,3.36501,3.36859,2.38847,2.19743,2.29832,0.023157,1.91113,2.15903,2.24031,2.33454,2.39864,2.4128,2.43249,3.63666,3.50814,3.57988,0.00860353,3.42464,3.51883,3.54811,3.59833,3.62497,3.62971,3.63075,-9999,-9999
20190721,31.092,1.0,29.072,1.017,1.0,32.415,2.199,1.0,30.94,28.566,1.484,32.496,2.64,31.092,1.0,29.072,1.017,1.0,32.415,2.199,1.0,470.625,262.791,1.0,305.522,262.791,1.0,421.03,1.0,417.271,421.03,1.0,509.138,1.0,486.079,509.138,1.0,10.37,1.0,9.496,10.37,1.0,102.005,102.165,1.0,0.353,0.0,1.0,2.695,2.844,1.0,0.313606625,1.0,19.536158575694447,1.0,476.02679645833337,1.0,388.675,1.0,30.21,23.58,1.0,1.0,-9999,-9999,113.563,-9999,-9999,-9999,-9999,6.52357,-9999,24.2031,-9999,-9999,-9999,-9999,2.08602,-9999,-9999,-9999,19,29,19,29,-0.378925,1.0,0.201297,0.432563,-0.233067,1.0,0.324745,0.502046,-0.314704,0.985938,0.0566167,-0.898183,-0.747852,-0.627761,-0.378925,0.0178911,0.0178911,0.0178911,0.958333,0.958333,0.958333,1.0,1.0,1.0,1.0,2.37385,1.73505,1.0,0.272386,0.777896,-2.15967,2.95783,1.0,0.266904,0.299596,2.72894,1.76541,1.0,0.664838,0.986376,-2.15967,2.95783,1.0,0.280282,0.311574,1.54126,1.8826,2.18349,2.37385,3.33989,3.33989,3.33989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.43804,-2.43184,-2.42053,-2.15967,-2.15967,-2.15967,-2.15967,0.931034,0.931034,0.931034,1.0,1.0,1.0,1.0,1.2712,2.2829,1.96713,0.0943422,1.15521,1.2712,1.38289,1.71123,2.57899,2.59691,2.60178,2.01764,2.51597,2.28184,0.0396971,2.00356,2.02233,2.03635,2.10325,2.5611,2.57901,2.58389,2.65027,2.35699,2.47601,0.0279919,2.10508,2.30547,2.38278,2.44479,2.65027,2.67698,2.68383,3.31774,3.12675,3.20612,0.0134169,3.02493,3.11908,3.13539,3.19193,3.29895,3.30438,3.30556,-9999,-9999
20190722,30.816,1.0,29.011,0.812,1.0,31.999,2.143,1.0,30.6,28.669,1.039,31.865,2.335,30.816,1.0,29.011,0.812,1.0,31.999,2.143,1.0,469.773,335.411,1.0,298.133,335.411,1.0,412.288,1.0,413.67,412.288,1.0,455.93,1.0,481.162,455.93,1.0,11.728,1.0,9.428,11.728,1.0,101.928,102.073,1.0,0.399,0.0,1.0,3.191,3.617,1.0,0.380867,1.0,24.725855020138884,1.0,475.68439680555554,1.0,385.337,1.0,29.987,23.397,1.0,1.0,-9999,-9999,146.378,-9999,-9999,-9999,-9999,7.15558,-9999,30.1437,-9999,-9999,-9999,-9999,2.87285,-9999,-9999,-9999,19,29,19,29,-0.830654,1.0,0.224496,0.264338,-0.768884,1.0,0.328457,0.356876,-0.854917,0.991146,0.0181657,-1.08191,-1.048,-0.925589,-0.830654,-0.768884,-0.768884,-0.768884,0.958333,0.958333,1.0,1.0,1.0,1.0,1.0,1.97865,1.16568,1.0,0.299696,0.383042,-2.62125,2.80299,1.0,0.299433,0.307947,2.12903,1.2421,1.0,0.642481,0.685335,-2.62125,2.80299,1.0,0.311888,0.32007,1.63583,1.65194,1.96705,1.97865,2.12903,2.12903,2.12903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.79943,-2.76507,-2.74499,-2.62125,-2.62125,-2.62125,-2.62125,0.931034,1.0,0.896552,1.0,1.0,1.0,1.0,1.60244,2.31393,2.16783,0.0780907,1.4628,1.60244,1.68897,1.96114,2.70569,2.71341,2.71555,2.65044,3.08281,3.02275,0.063369,2.54182,2.58506,2.62616,2.79179,3.47457,3.48229,3.48444,3.02308,2.52293,2.89224,0.0395002,2.2886,2.53781,2.75507,2.95774,3.03284,3.04046,3.22338,3.7642,3.45198,3.66923,0.0191383,3.38677,3.50073,3.63283,3.71629,3.73553,3.75813,3.83441,-9999,-9999
20190723,29.065,1.0,26.418,2.858,1.0,30.798,2.28,1.0,28.89,26.374,1.437,30.538,2.343,29.065,1.0,26.418,2.858,1.0,30.798,2.28,1.0,468.896,298.418,1.0,293.892,298.418,1.0,420.028,1.0,419.934,420.028,1.0,456.318,1.0,489.715,456.318,1.0,8.398,1.0,7.48,8.398,1.0,101.644,101.687,1.0,13.698,10.5,1.0,2.823,3.403,1.0,0.35863618541666664,1.0,21.843318122222218,1.0,465.789733888889,1.0,394.31,1.0,29.898,23.337,1.0,1.0,-9999,-9999,138.236,-9999,-9999,-9999,-9999,6.37297,-9999,32.8864,-9999,-9999,-9999,-9999,2.9604,-9999,-9999,-9999,19,29,19,29,-1.37782,0.979167,0.221972,0.389614,-1.13446,1.0,0.31648,0.450208,-1.33849,0.975521,0.0552461,-2.00904,-1.65541,-1.60715,-1.37782,-1.01919,-1.01501,-0.999825,0.9375,0.9375,0.9375,0.979167,1.0,1.0,1.0,1.34471,0.848746,1.0,0.295934,0.583929,-3.07864,2.88492,0.965517,0.296236,0.343009,1.54797,3.42041,1.0,0.53561,0.735034,-2.82366,3.66029,1.0,0.362858,0.401952,-0.136765,0.765716,0.784597,1.34471,1.76229,1.77249,1.80944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.16896,-3.12605,-3.10147,-3.0002,-2.78022,-2.78022,-2.78022,0.896552,0.896552,0.896552,0.965517,1.0,1.0,1.0,1.78808,2.32056,2.27223,0.0755486,1.59423,1.78808,1.83093,2.08091,2.79151,2.80826,2.8223,3.39523,3.45502,3.61071,0.0315332,3.36186,3.39523,3.42004,3.57663,3.81917,3.82358,3.83336,3.42805,2.63772,3.45703,0.0948765,2.33739,2.81743,3.01487,3.42763,3.71731,4.01724,4.6317,4.01528,3.56484,4.0124,0.0491885,3.46417,3.72498,3.80634,3.97353,4.19519,4.27249,4.63131,-9999,-9999
20190724,24.554,1.0,23.23,1.059,1.0,25.421,2.591,1.0,25.411,23.946,1.676,26.372,3.302,24.554,1.0,23.23,1.059,1.0,25.421,2.591,1.0,467.991,201.099,1.0,218.3,201.099,1.0,402.414,1.0,405.646,402.414,1.0,467.343,1.0,470.205,467.343,1.0,4.328,1.0,6.445,4.328,1.0,101.766,101.743,1.0,2.239,0.3,1.0,2.167,1.782,1.0,0.21880602500000004,1.0,16.21604713761111,1.0,440.33668958333345,1.0,402.983,1.0,28.41,22.306,1.0,1.0,-9999,-9999,77.8296,-9999,-9999,-9999,-9999,4.79639,-9999,36.2557,-9999,-9999,-9999,-9999,2.47371,-9999,-9999,-9999,19,29,19,29,-1.79058,1.0,0.303006,0.677477,-1.40787,1.0,0.600645,0.853192,-1.61254,1.0,0.0941626,-2.68077,-2.1633,-2.10351,-1.79058,-0.963788,-0.951422,-0.931663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.64832,1.59692,1.0,0.585768,1.50872,-3.93591,3.45822,1.0,0.293748,0.300137,2.32197,2.10644,1.0,1.29787,1.902,-3.76684,3.93596,1.0,0.441316,0.445594,-0.444382,0.584572,0.715216,1.64832,3.33172,3.36531,3.40161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.96655,-3.84328,-3.82782,-3.76912,-3.72353,-3.72009,-3.71471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72583,2.30888,2.22172,0.0900197,1.5026,1.63962,1.70579,1.90971,2.77971,2.86844,2.99975,3.72925,3.71675,3.83426,0.0267641,3.65289,3.70775,3.71311,3.80413,3.86289,3.92132,4.13517,3.13336,2.46649,3.26016,0.116346,1.92026,2.51552,3.00941,3.14537,3.45476,4.16071,4.6929,4.00871,3.58205,4.06153,0.0618169,3.40959,3.7445,3.82487,3.96536,4.23685,4.47624,4.83817,-9999,-9999
20190725,26.521,1.0,24.563,1.533,1.0,27.804,2.47,1.0,27.195,24.849,1.845,28.732,3.532,26.521,1.0,24.563,1.533,1.0,27.804,2.47,1.0,467.059,348.692,1.0,335.615,348.692,1.0,374.881,1.0,376.444,374.881,1.0,413.725,1.0,430.329,413.725,1.0,9.08,1.0,10.484,9.08,1.0,102.134,102.212,1.0,0.046,0.0,1.0,2.306,2.337,1.0,0.25165536250000003,1.0,26.398533183611118,1.0,452.0805162500001,1.0,391.724,1.0,27.86,21.652,1.0,1.0,-9999,-9999,103.059,-9999,-9999,-9999,-9999,7.76113,-9999,25.4866,-9999,-9999,-9999,-9999,3.92059,-9999,-9999,-9999,19,29,19,29,-0.253036,1.0,0.310531,1.14149,0.513429,1.0,0.591347,1.24751,-0.14282,0.999479,0.187543,-2.33348,-1.15251,-1.13804,-0.253036,1.00998,1.04438,1.09956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.14802,4.26414,1.0,0.605448,2.50006,-3.12126,2.93099,1.0,0.296599,0.343099,5.60023,5.57674,1.0,1.2714,2.73865,-2.8502,2.87245,1.0,0.442451,0.474877,-0.486094,2.04154,2.0674,4.14802,6.80907,6.89282,7.02717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.4053,-3.19514,-3.1888,-3.12126,-2.8502,-2.8502,-2.8502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.84197,2.74162,2.55176,0.127124,1.57296,1.74042,1.7825,2.13124,3.32924,3.48112,3.67909,2.98001,2.22819,2.69458,0.0788968,2.24971,2.3036,2.32563,2.46457,2.91763,2.98001,3.78174,2.88909,2.64995,3.15627,0.0923046,2.33687,2.64061,2.69409,2.96831,3.50866,3.98143,4.12897,4.10781,3.87268,4.23051,0.0586458,3.81199,3.84082,3.8787,4.14113,4.52673,4.7216,4.79569,-9999,-9999
20190726,27.443,1.0,27.248,0.863,1.0,27.571,1.649,1.0,27.183,25.437,1.493,28.327,2.466,27.443,1.0,27.248,0.863,1.0,27.571,1.649,1.0,466.1,234.429,1.0,292.725,234.429,1.0,399.862,1.0,386.537,399.862,1.0,454.961,1.0,444.112,454.961,1.0,7.093,1.0,8.568,7.093,1.0,102.488,102.646,1.0,0.0,0.0,1.0,2.827,2.864,1.0,0.26444522916666663,1.0,17.74480000555556,1.0,455.7552276388889,1.0,376.666,1.0,28.546,21.758,1.0,1.0,-9999,-9999,83.2068,-9999,-9999,-9999,-9999,4.07271,-9999,14.2504,-9999,-9999,-9999,-9999,2.27143,-9999,-9999,-9999,19,29,19,29,-0.564641,1.0,0.24156,0.295078,-0.440963,1.0,0.370392,0.407321,-0.57445,0.992708,0.0247923,-0.829678,-0.7678,-0.7464,-0.564641,-0.431182,-0.428861,-0.418982,0.979167,0.979167,0.979167,1.0,1.0,1.0,1.0,2.23115,1.91524,1.0,0.296397,0.300048,-2.36239,2.67853,1.0,0.332773,0.417556,2.08059,2.03725,1.0,0.674039,0.675653,-2.06648,2.67023,1.0,0.392423,0.466488,1.87785,2.02507,2.05077,2.09205,2.11005,2.11841,2.13466,1.0,0.947368,1.0,1.0,1.0,1.0,1.0,-2.61721,-2.57092,-2.55359,-2.36165,-2.06648,-2.06648,-2.06648,0.965517,0.965517,0.965517,1.0,1.0,1.0,1.0,1.92723,3.11299,2.82146,0.162388,1.61602,1.77472,1.81074,2.25236,3.80164,4.01736,4.26727,2.67363,3.55396,3.39591,0.139596,2.40897,2.45181,2.52509,2.817,4.23305,4.44279,4.68602,2.08617,2.10185,2.47642,0.0845826,1.81121,1.92278,1.92611,2.49206,2.8583,3.02127,3.18832,3.13522,3.08117,3.31884,0.0513825,2.93403,2.97235,2.98185,3.32992,3.55442,3.65711,3.74953,-9999,-9999
20190727,27.421,1.0,25.872,1.814,1.0,28.528,1.583,1.0,27.152,24.751,1.257,28.868,2.715,27.421,1.0,25.872,1.814,1.0,28.528,1.583,1.0,465.115,323.235,1.0,321.217,323.235,1.0,389.91,1.0,380.014,389.91,1.0,445.292,1.0,435.204,445.292,1.0,9.427,1.0,9.377,9.427,1.0,102.558,102.731,1.0,0.0,0.0,1.0,2.671,2.777,1.0,0.2681587083333334,1.0,24.964724812847226,1.0,456.1611745138889,1.0,386.23,1.0,28.565,21.637,1.0,1.0,-9999,-9999,115.486,-9999,-9999,-9999,-9999,6.5426,-9999,28.9498,-9999,-9999,-9999,-9999,3.46544,-9999,-9999,-9999,20,28,20,28,-0.855901,1.0,0.230465,0.338332,-0.610141,1.0,0.320645,0.405176,-0.833824,1.0,0.0354949,-1.19819,-1.07158,-1.04974,-0.890397,-0.640384,-0.576177,-0.543254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.58001,1.51366,1.0,0.350972,0.687441,-3.25678,2.1619,1.0,0.286531,0.286726,3.15883,2.35334,1.0,0.587468,0.833374,-3.26424,2.14497,1.0,0.323256,0.323429,1.77741,2.05519,2.11259,2.51067,3.08889,3.23738,3.31353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.26424,-3.26424,-3.26424,-3.26424,-3.24894,-3.24313,-3.2361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.86391,3.30217,2.94635,0.197252,1.56419,1.69492,1.73306,2.09317,4.09573,4.41249,4.74011,2.92321,3.91231,3.78017,0.166389,2.68783,2.76849,2.77977,2.94907,4.64615,5.05288,5.44057,0.751352,0.820366,1.24334,0.0832263,0.682724,0.724036,0.751352,1.06368,1.66885,1.93794,2.0652,2.74274,2.77989,3.03847,0.0504174,2.71085,2.72444,2.74131,2.95648,3.27216,3.40575,3.61877,-9999,-9999
