TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
20190101,-2.661,0.645833,-4.559,0,1,0.502,3.164,0.0555556,-14.111,-14.742,1.668,-13.061,1.563,-7.52,0.645833,-4.559,0,1,-12.454,2.441,0.0555556,117.543,62.869,0.6875,56.848,55.727,0.6875,270.814,0.645833,227.328,266.226,0.645833,247.842,0.645833,192.324,229.056,0.645833,0.834,0.645833,0.032,0.325,0.645833,96.443,96.443,0,0.147,0.147,0,0.704,0.704,0,-9999,0,-9999,0,-9999,0,-9999,0,465.881,0.645833,-9999,-9999,7.45359,-9999,-9999,-9999,-9999,1.47978,-9999,1.17005,-9999,-9999,-9999,-9999,0.503914,-9999,-9999,-9999,30,18,30,13,-0.565853,-0.74584,0.645833,0.645833,0.581888,0.581888,0.901742,0.807587,-0.74584,-0.74584,0.645833,0.645833,0.581888,0.581888,0.901742,0.807587,-0.594243,-0.664602,0.645833,0.645833,0.0867025,0.080404,-1.3337,-1.25584,-1.00447,-0.74584,-0.206926,0.121903,0.210636,-1.35491,-1.32693,-1.03272,-0.74584,-0.206926,-0.206926,0.121903,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.2449,-0.0236585,8.47E-17,1.06E-17,1,1,0.671322,0.671322,1.09777,0.970504,-1.86225,-1.87717,1.60764,1.58806,0.0555556,0.0555556,1.01981,1.01981,1.09911,1.09916,-0.0236585,-0.0236585,1.06E-17,1.06E-17,1,1,0.671322,0.671322,1.09777,0.970504,-1.87717,-1.87717,1.58806,1.58806,0.0555556,0.0555556,1.01981,1.01981,1.09911,1.09916,-1.41168,-0.913155,-0.811367,-0.0236585,0.488566,0.823988,0.956387,-1.41168,-0.913155,-0.811367,-0.0236585,0.488566,0.488566,0.823988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.07229,-1.87717,-1.87717,-1.34602,-1.06006,-1.05734,-1.05053,-2.12948,-1.87717,-1.87717,-1.34602,-1.0593,-1.05706,-0.95032,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,2.95E-07,0.0298425,0.138738,0.0290931,1.90E-07,2.58E-07,2.84E-07,0.0311563,0.23664,0.276899,0.460005,2.56E-07,0.0345599,0.169553,0.0326744,2.40E-07,2.59E-07,3.01E-07,0.0348314,0.2385,0.456365,0.621151,0.888417,0.775683,0.803341,0.0550175,0.334462,0.411043,0.444552,0.770482,1.01604,1.28786,1.32895,1.32473,0.7804,0.744836,0.0565009,0.207901,0.338102,0.443665,0.768192,0.936257,1.24811,1.32473,0.695562,0.693758,1.39477,0.171927,0.473676,0.688791,0.688796,0.695562,2.59516,2.75415,3.67022,0.693695,0.695543,1.13641,0.148493,0.325375,0.687458,0.688791,0.695562,0.840909,2.59516,2.85605,0.381617,0.381018,0.528515,0.0368069,0.379217,0.37952,0.380997,0.391999,0.614301,0.776444,1.115,0.381617,0.381609,0.488739,0.031571,0.378989,0.379518,0.37952,0.384046,0.592728,0.655884,0.798083,-9999,-9999
20190102,-2.661,0.645833,-4.559,0,1,0.502,3.164,0.0555556,-13.119,-13.9,4.034,-11.817,2.525,-7.033,0.645833,-4.559,0,1,-11.157,2.784,0.0555556,118.161,62.869,0.6875,63.452,62.722,0.6875,270.814,0.645833,229.578,267.863,0.645833,247.967,0.645833,195.52,231.381,0.645833,0.834,0.645833,0.082,0.344,0.645833,95.354,95.354,0,0.283,0.283,0,1.072,1.072,0,-9999,0,-9999,0,-9999,0,-9999,0,465.881,0.645833,-9999,-9999,7.45359,-9999,-9999,-9999,-9999,1.20608,-9999,1.17005,-9999,-9999,-9999,-9999,0.551213,-9999,-9999,-9999,30,18,30,13,-0.622586,-0.802573,0.645833,0.645833,0.494446,0.494446,0.861506,0.730864,-0.802573,-0.802573,0.645833,0.645833,0.494446,0.494446,0.861506,0.730864,-0.626107,-0.692617,0.645833,0.645833,0.0884902,0.0808897,-1.3703,-1.27096,-1.02606,-0.802573,-0.263659,0.140022,0.228756,-1.38597,-1.34011,-1.02606,-0.802573,-0.263659,-0.263659,0.140022,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.2449,-0.0236585,8.47E-17,1.06E-17,1,1,0.548675,0.548675,1.02736,0.890084,-2.00804,-2.02296,1.56897,1.54742,0.0555556,0.0555556,0.938428,0.938428,1.06555,1.06555,-0.0236585,-0.0236585,1.06E-17,1.06E-17,1,1,0.548675,0.548675,1.02736,0.890084,-2.02296,-2.02296,1.54742,1.54742,0.0555556,0.0555556,0.938428,0.938428,1.06555,1.06555,-1.41168,-0.913155,-0.811367,-0.0236585,0.488566,0.823988,0.956387,-1.41168,-0.913155,-0.811367,-0.0236585,0.488566,0.488566,0.823988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.16902,-2.02296,-2.02296,-1.49181,-1.09897,-1.01349,-1.00614,-2.20928,-2.02296,-2.02296,-1.49181,-1.08438,-1.01349,-0.95906,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,3.06E-07,0.030974,0.143863,0.0301608,1.98E-07,2.68E-07,2.95E-07,0.0323309,0.245544,0.286654,0.477262,2.66E-07,0.0358433,0.175827,0.0338809,2.49E-07,2.69E-07,3.12E-07,0.0361234,0.247449,0.473555,0.643037,0.89945,0.833548,0.836481,0.0541408,0.332225,0.416977,0.510213,0.82817,1.02606,1.30297,1.36001,1.35578,0.838417,0.783546,0.0569745,0.213196,0.33724,0.509305,0.8258,0.957841,1.26442,1.35578,0.707773,0.705937,1.41971,0.174907,0.481992,0.700882,0.700888,0.707773,2.64072,2.8025,3.73465,0.705873,0.707753,1.15683,0.151076,0.331087,0.699526,0.700882,0.707773,0.874235,2.64072,2.90619,0.389004,0.388406,0.550164,0.0387215,0.386621,0.386893,0.388385,0.411623,0.686281,0.811303,1.14585,0.389004,0.388996,0.507806,0.0336014,0.386373,0.386891,0.386893,0.391436,0.644379,0.734715,0.834096,-9999,-9999
20190103,-2.661,0.645833,-4.559,0,1,0.502,3.164,0.0555556,-5.512,-5.842,3.504,-4.963,2.481,-4.63,0.645833,-4.559,0,1,-4.749,2.328,0.0555556,118.838,63.73,0.6875,35.472,34.491,0.6875,270.814,0.645833,269.647,284.303,0.645833,248.068,0.645833,252.426,254.729,0.645833,0.834,0.645833,0.326,0.452,0.645833,94.675,94.675,0,0.079,0.079,0,1.175,1.175,0,-9999,0,-9999,0,-9999,0,-9999,0,465.881,0.645833,-9999,-9999,7.45359,-9999,-9999,-9999,-9999,0.514869,-9999,1.17005,-9999,-9999,-9999,-9999,0.638281,-9999,-9999,-9999,30,18,30,13,-0.622586,-0.802573,0.645833,0.645833,0.337283,0.337283,0.765583,0.599302,-0.802573,-0.802573,0.645833,0.645833,0.337283,0.337283,0.765583,0.599302,-0.602869,-0.670334,0.645833,0.645833,0.0848523,0.0775152,-1.34246,-1.23454,-0.938913,-0.802573,-0.263659,0.140022,0.228756,-1.34504,-1.25442,-0.943531,-0.802573,-0.263659,-0.263659,0.140022,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.2449,-0.0236585,8.47E-17,1.06E-17,1,1,0.389122,0.389122,0.951752,0.801637,-2.00804,-2.02296,1.56897,1.54742,0.0555556,0.0555556,0.591119,0.591119,0.818448,0.818448,-0.0236585,-0.0236585,1.06E-17,1.06E-17,1,1,0.389122,0.389122,0.951752,0.801637,-2.02296,-2.02296,1.54742,1.54742,0.0555556,0.0555556,0.591119,0.591119,0.818448,0.818448,-1.41168,-0.913155,-0.811367,-0.0236585,0.488566,0.823988,0.956387,-1.41168,-0.913155,-0.811367,-0.0236585,0.488566,0.488566,0.823988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.04693,-2.02296,-2.02296,-1.49181,-1.00614,-0.890823,-0.836472,-2.10412,-2.02296,-2.00804,-1.49181,-0.944791,-0.890823,-0.864193,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,3.66E-07,0.0375577,0.173209,0.036252,2.49E-07,3.25E-07,3.54E-07,0.0391382,0.297079,0.340948,0.576932,3.24E-07,0.0432073,0.211774,0.0407859,3.05E-07,3.27E-07,3.72E-07,0.0435299,0.299139,0.57312,0.764841,0.893897,0.840131,0.843543,0.0456024,0.383916,0.550846,0.56183,0.83382,0.940997,1.24333,1.34505,1.31486,0.845781,0.798279,0.0476622,0.348227,0.43691,0.560848,0.831011,0.882807,1.17373,1.31486,0.765015,0.76303,1.54256,0.188581,0.520973,0.757567,0.757573,0.765015,2.85429,3.02916,4.0367,0.762961,0.764994,1.25841,0.163107,0.357863,0.756101,0.757567,0.765015,1.26598,2.85429,3.14123,0.31732,0.316766,0.411578,0.0280628,0.314451,0.315457,0.315457,0.319532,0.386119,0.582124,0.889533,0.31732,0.317312,0.382913,0.0232413,0.271917,0.31505,0.315457,0.31732,0.372465,0.458183,0.597894,-9999,-9999
20190104,-3.245,0.833333,-5.492,1.586,1,0.5,3.456,0.555556,-2.003,-2.842,1.71,-0.604,2.787,-3.513,0.833333,-5.492,1.586,1,-0.216,3.631,0.555556,119.574,65.476,0.854167,73.348,61.624,0.854167,269.258,0.8125,257.596,269.816,0.8125,244.107,0.8125,235.311,242.513,0.8125,0.693,0.8125,0.446,0.604,0.8125,94.537,94.574,0.479167,0,0,0,0.677,0.527,0.479167,-9999,0,-9999,0,-9999,0,-9999,0,467.175,0.8125,-9999,-9999,7.38363,-9999,-9999,-9999,-9999,0.504962,-9999,1.58563,-9999,-9999,-9999,-9999,0.683841,-9999,-9999,-9999,30,18,28,11,-0.331975,-0.746919,0.6875,0.625,0.314455,0.311596,1.10021,0.666684,-0.746919,-0.746919,0.625,0.625,0.311596,0.311596,1.0994,0.666684,-0.371285,-0.477834,0.720833,0.722917,0.12304,0.114502,-1.52245,-1.15618,-0.847711,-0.745214,-0.00746763,0.952453,1.00533,-1.47872,-1.18624,-1.08902,-0.746919,-0.00746763,-0.00746763,0.952453,0.770833,0.75,0.75,0.625,0.708333,0.8125,0.8125,0.770833,0.666667,0.75,0.625,0.708333,0.708333,0.8125,0.839356,0.217486,2.21191,0.913918,0.8,0.7,0.369612,0.364449,1.6625,1.10896,-2.25201,-2.28185,2.13546,2.09999,0.5,0.5,0.522248,0.522248,0.93876,0.940519,0.217486,0.217486,0.913918,0.913918,0.7,0.7,0.364449,0.364449,1.66136,1.10896,-2.28185,-2.28185,2.09999,2.09999,0.5,0.5,0.522248,0.522248,0.93876,0.940519,-1.37139,-0.894486,-0.789267,0.234121,1.20024,2.3473,2.38211,-1.37139,-0.894486,-0.789267,0.217486,1.20024,1.20024,2.38211,1,1,1,0.7,0.833333,1,1,1,1,1,0.7,0.833333,0.833333,1,-2.59683,-2.28185,-2.28185,-2.0196,-1.37244,-0.721689,-0.687575,-2.59219,-2.28185,-2.28185,-2.0196,-0.912135,-0.717456,-0.687575,0.388889,0.5,0.5,0.5,0.5,0.333333,0.333333,0.5,0.5,0.5,0.5,0.333333,0.333333,0.333333,4.02E-07,0.0417799,0.191432,0.0400085,2.88E-07,3.63E-07,3.91E-07,0.043469,0.329777,0.372722,0.639909,3.62E-07,0.047798,0.234133,0.045072,3.43E-07,3.65E-07,4.09E-07,0.0481394,0.331807,0.636386,0.83613,0.803834,0.788698,0.669266,0.0778493,-0.315623,0.159245,0.338321,0.781908,0.852043,1.16865,1.47872,1.53237,0.794717,0.585293,0.0812456,-0.315623,-0.136233,0.337354,0.768073,0.795058,1.088,1.48847,0.787477,0.785434,1.60583,0.194274,0.53627,0.77981,0.779817,0.787477,2.9381,3.1181,4.15522,0.785363,0.787455,1.31334,0.168877,0.368371,0.778301,0.77981,0.787477,1.57161,2.9381,3.23346,0.368955,0.36839,0.525722,0.0371569,0.366708,0.366958,0.36837,0.390332,0.672329,0.775581,1.08852,0.368955,0.368948,0.484961,0.0323743,0.36647,0.366957,0.366958,0.371252,0.616457,0.720524,0.797434,-9999,-9999
20190105,-3.29,1,-4.924,3.828,1,-0.567,2.988,1,-2.58,-3.61,1.042,-0.864,1.907,-3.29,1,-4.924,3.828,1,-0.567,2.988,1,120.369,61.357,1,64.648,61.357,1,282.539,1,260.438,282.539,1,245.137,1,239.348,245.137,1,0.609,1,0.335,0.609,1,94.975,95.062,1,0.015,0.015,0,1.008,0.99,1,0.196718333,1,13.48987792,1,33.19155458,1,296.8564333,1,482.111,1,-9999,-9999,8.12075,-9999,-9999,-9999,-9999,0.621782,-9999,0.890932,-9999,-9999,-9999,-9999,0.873557,-9999,-9999,-9999,30,18,28,15,0.507178,-0.747874,0.854167,0.729167,0.129118,0.117674,1.10828,0.964176,-0.747874,-0.747874,0.729167,0.729167,0.117674,0.117674,1.107,0.964176,-0.163341,-0.247066,0.9,0.901042,0.14773,0.145774,-1.34102,-1.29238,-0.960087,-0.7338,0.576608,0.909073,1.13183,-1.34102,-1.33733,-0.96922,-0.735985,0.576608,0.576608,1.13183,0.9375,0.854167,0.9375,0.854167,0.875,0.979167,0.979167,0.9375,0.958333,0.9375,0.854167,0.875,0.875,0.979167,2.1281,0.193014,3.69236,2.03037,0.9,0.7,0.171152,0.145197,1.55367,1.47463,-2.24352,-2.24352,2.73881,2.73881,0.777778,0.777778,0.179473,0.179473,0.532625,0.533161,0.193014,0.193014,2.03037,2.03037,0.7,0.7,0.145197,0.145197,1.55103,1.47463,-2.24352,-2.24352,2.73881,2.73881,0.777778,0.777778,0.179473,0.179473,0.532625,0.533161,-1.31545,-0.776116,-0.686108,0.214226,2.15881,2.31232,2.56436,-1.31545,-0.776116,-0.686108,0.211345,2.15881,2.15881,2.56436,1,1,1,0.9,0.9,1,1,1,1,1,0.9,0.9,0.9,1,-2.29645,-2.24352,-2.24352,-2.11629,-1.36544,-1.24057,-1.17363,-2.29645,-2.24352,-2.24352,-2.11629,-1.25562,-1.23943,-1.16232,0.888889,0.777778,0.777778,0.833333,0.944444,0.833333,0.833333,0.888889,0.777778,0.777778,0.833333,0.833333,0.833333,0.833333,4.11E-07,0.0427711,0.195171,0.0407173,2.97E-07,3.72E-07,4.00E-07,0.0444837,0.337029,0.379518,0.652294,3.71E-07,0.0488678,0.238628,0.0458596,3.53E-07,3.74E-07,4.17E-07,0.0492131,0.339042,0.648872,0.849359,0.897309,0.790645,0.442237,0.111474,-0.482534,-0.308299,-0.245433,0.771859,0.969221,1.31436,1.34102,1.33733,0.796741,0.371772,0.108425,-0.482534,-0.374935,-0.304773,0.760274,0.897309,1.25355,1.33865,0.791508,0.789454,1.61622,0.1954,0.539015,0.783802,0.783808,0.791508,2.95314,3.13406,4.17649,0.789383,0.791486,1.32224,0.169989,0.370257,0.782285,0.783802,0.791508,1.57965,2.95314,3.25001,0.346141,0.3456,0.497005,0.035105,0.343981,0.344245,0.345581,0.366559,0.663571,0.725226,1.01725,0.346141,0.346134,0.458184,0.0307377,0.34377,0.344243,0.344245,0.348333,0.576856,0.695291,0.745715,-9999,-9999
20190106,-2.747,0.645833,-4.119,1.259,1,-0.459,2.388,0.0555556,-6.209,-6.12,1.491,-6.357,1.62,-4.865,0.645833,-4.119,1.259,1,-6.108,1.525,0.0555556,121.221,58.462,0.6875,51.98,51.109,0.6875,279.036,0.645833,268.27,273.528,0.645833,248.212,0.645833,250.47,243.557,0.645833,0.704,0.645833,0.358,0.557,0.645833,96.168,96.179,0.208333,0.974,0.974,0,1.053,1.088,0.208333,-9999,0,-9999,0,-9999,0,-9999,0,453.67,0.645833,-9999,-9999,8.10022,-9999,-9999,-9999,-9999,0.442927,-9999,1.06591,-9999,-9999,-9999,-9999,0.966666,-9999,-9999,-9999,30,18,30,17,-0.826438,-0.946016,0.645833,0.645833,0.120704,0.120787,0.436596,0.289313,-0.946016,-0.946016,0.645833,0.645833,0.120787,0.120787,0.436619,0.289313,-0.836029,-0.887469,0.645833,0.645833,0.0528738,0.050132,-1.47734,-1.22553,-0.946016,-0.850339,-0.717325,-0.386375,-0.32571,-1.48541,-1.24311,-1.16022,-0.861429,-0.717325,-0.717325,-0.386375,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,-0.042012,-0.217429,0.330535,0.234452,1,1,0.144611,0.144562,0.640136,0.531966,-2.0537,-2.06862,1.54092,1.5185,0.0555556,0.0555556,0.195674,0.196151,0.608484,0.638998,-0.217429,-0.217429,0.234452,0.234452,1,1,0.144562,0.144562,0.640125,0.531966,-2.06862,-2.06862,1.5185,1.5185,0.0555556,0.0555556,0.196151,0.196151,0.608637,0.638998,-1.41733,-0.905793,-0.761307,-0.156815,0.118101,0.341382,0.430505,-1.41733,-0.905793,-0.761307,-0.157794,0.118101,0.118101,0.341382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.65339,-2.06862,-2.06862,-2.04016,-1.54944,-0.916293,-0.825695,-2.54825,-2.06862,-2.06862,-2.04016,-0.992411,-0.852325,-0.825695,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,3.60E-07,0.034173,0.155733,0.0324071,2.43E-07,3.19E-07,3.48E-07,0.0356165,0.268323,0.308432,0.516069,3.18E-07,0.0393348,0.190119,0.0363914,2.99E-07,3.21E-07,3.66E-07,0.0396297,0.270204,0.512603,0.685179,0.861429,0.980189,1.0432,0.0290804,0.85034,0.899292,0.919156,0.985648,1.03268,1.23521,1.47948,1.56654,0.985351,1.01591,0.0273233,0.842414,0.899292,0.919156,0.985351,1.00838,1.16022,1.45796,0.759593,0.757622,1.5307,0.187282,0.517281,0.752198,0.752204,0.759593,2.83406,3.00769,4.00809,0.757554,0.759572,1.24856,0.161953,0.355327,0.750742,0.752198,0.759593,1.21985,2.83406,3.11897,0.364733,0.364148,0.499818,0.0345489,0.362379,0.362702,0.364128,0.3719,0.564336,0.729325,1.05773,0.364733,0.364725,0.462654,0.0294669,0.362176,0.3627,0.362702,0.364733,0.544504,0.602164,0.749567,-9999,-9999
